time,speed,y4,y6,y8,y10,eps4,eps6,eps8,eps10,sigma_y4,sigma_y6,sigma_y8,sigma_y10,sigma_eps4,sigma_eps6,sigma_eps8,sigma_eps10,K4,K6,K8,K10,delta_f,L
40.5200000000007,9.15349298161296,-0.242957914832088,0.037052962116896,0.40750158155594,0.867640762331295,0.115462237255237,0.160462255149873,0.205462219121492,0.250462222040961,0.009527786,0.0028942747,0.020753244,0.09565465,0.0022811354,0.0036529345,0.005230214,0.008319411,0.024999722764052,0.02500013783839,0.025000368629981,0.025000184611188,0.045049566166367,4
40.5400000000007,9.22511906985985,-0.231087210652714,0.053398097753002,0.428286884412683,0.892823154015912,0.11767952197323,0.162679518960377,0.207679485288866,0.252679505404472,0.010027699,0.0037816484,0.015978247,0.075997084,0.0022608172,0.0035989694,0.0045481855,0.0064720083,0.024999878182232,0.024999793307613,0.025000275254698,0.024999876120216,0.056473872505693,4
40.5600000000007,9.2961116392133,-0.222083525021227,0.065632602533211,0.44373642919941,0.911451606643372,0.119285256584835,0.164285238300498,0.209285217232523,0.254285225085508,0.017131578,0.0067417156,0.024759471,0.10341339,0.0028425101,0.0049547697,0.0064511895,0.008476539,0.02499984153358,0.024999678886028,0.025000211508686,0.025000019555175,0.068260052762965,4
40.5800000000007,9.36951232172129,-0.209931443144246,0.081990256906216,0.464266878631797,0.936116884792756,0.121371685340081,0.166371632165931,0.211371678818206,0.256371665056757,0.008763086,0.0031670765,0.024938231,0.10972905,0.002518645,0.004450734,0.0060965633,0.009600483,0.024999797439574,0.025000346467919,0.02499990162832,0.025000073517059,0.056971566338861,4
40.6000000000008,9.44386738359345,-0.197059092456398,0.099085765949181,0.485550897647874,0.96154951933277,0.12346665017841,0.168466641580003,0.213466646301669,0.258466635180407,0.01193825,0.0049115103,0.028951032,0.120790765,0.0030429517,0.005055693,0.0070922268,0.010835659,0.025000093176464,0.024999916399273,0.024999857273794,0.025000126630054,0.048424178128056,4
40.6200000000008,9.51863633316511,-0.183010576929964,0.098472112087525,0.48431695016138,0.98872010317664,0.125656679890287,0.168156674528582,0.213156693024683,0.26065668855479,0.009904589,0.0030833986,0.015231711,0.071651384,0.0018445593,0.0037247203,0.0051371413,0.008939667,0.025000197444481,0.025000298133099,0.024999868970994,0.025000038430318,0.042015450663277,4
40.6400000000008,9.59351930585408,-0.181968415140602,0.11821777334127,0.508687431215682,0.988658950874148,0.125471755697314,0.170471751956367,0.215471732672875,0.260471722903002,0.009904589,0.0030833986,0.015231711,0.071651384,0.0018445593,0.0037247203,0.0051371413,0.008939667,0.024999840336462,0.024999467533879,0.024999948431054,0.024999890831038,0.03893695542715,4
40.6600000000008,9.66842838023859,-0.165666986150578,0.139429047496177,0.534771049307061,1.01956420297264,0.12791023943602,0.172910222291385,0.217910253665188,0.262910245338825,0.009826729,0.0022032945,0.01891562,0.0838371,0.002322325,0.0036971516,0.005561781,0.008979676,0.025000228255727,0.02500020416192,0.024999766629602,0.024999917464705,0.037571590251987,4
40.6800000000008,9.74331799312876,-0.14826654756916,0.161948022250722,0.562371760448281,1.05219518295147,0.130454416107826,0.175454377229013,0.220454398328689,0.265454390796047,0.005597247,0.0023232203,0.019688107,0.085077666,0.0019722932,0.0031397801,0.0051701963,0.009012,0.024999699148146,0.025000350428129,0.025000025485856,0.025000173628972,0.037466905784792,8
40.7000000000008,9.81831602151568,-0.129748821654098,0.185794345604405,0.591505146805874,1.08656204166721,0.133103423574883,0.178103390526706,0.223103406313963,0.268103393955579,0.009118218,0.0036183181,0.0290473,0.13385822,0.0027585942,0.0041284994,0.007965051,0.012991168,0.024999791924367,0.025000360708133,0.025000052734348,0.025000040158199,0.035567882398401,8
40.7200000000008,9.89344836142107,-0.108525275663268,0.192817270316034,0.599524497075752,1.12572742573591,0.136104320315111,0.178604351464034,0.223604337842428,0.271104353386212,0.01146161,0.0054688123,0.030234423,0.12123805,0.0028688498,0.004637989,0.0075662816,0.011409316,0.025000207364809,0.025000302304218,0.025000136176557,0.024999868594539,0.00798520586032,8
40.7400000000008,9.96725864968393,-0.102274895184362,0.220368403156717,0.633118497729164,1.16562906931937,0.136633016640552,0.181633041891548,0.22663301412969,0.274133037237488,0.0061107883,0.005260873,0.0360754,0.13965395,0.0024379606,0.004394609,0.007019843,0.0127976565,0.025000269166049,0.024999891896542,0.025000115900226,0.02499982119293,0.043451636352843,8
40.7600000000008,10.0397407518183,-0.081648311955537,0.246646798390825,0.665005486647283,1.17257708038515,0.139446249431657,0.184446221910664,0.229446224972065,0.2744462141379,0.0146061145,0.006951997,0.038556486,0.16258888,0.003175162,0.0051912833,0.00888527,0.013793152,0.024999881491276,0.025000099647419,0.024999889207228,0.024999937933149,0.058973756333666,8
40.7800000000008,10.1101981479125,-0.06281633865976,0.270348771854566,0.693531113935747,1.20588346579103,0.141869746458813,0.186869714698123,0.231869711990147,0.276869723444715,0.010253549,0.008740355,0.0446811,0.14928782,0.0027968623,0.005116786,0.007851935,0.013977241,0.025000124867135,0.024999924936124,0.025000029417185,0.024999815223866,0.07879721502029,4
40.8000000000008,10.1825801705492,-0.051655268374871,0.283739362926439,0.709135867199796,1.22367844855045,0.142980639908535,0.187980611742966,0.23298061281561,0.277980605413118,0.009407548,0.008558779,0.050063066,0.16861257,0.0039738975,0.005995738,0.00939361,0.014281424,0.024999695046551,0.02499976263174,0.025000005256321,0.025000047462797,0.075597923712521,4
40.8200000000008,10.251794043635,-0.036150507237552,0.302586350330921,0.731291643110562,1.24910648095713,0.144643095477055,0.189643118245012,0.234643095459977,0.279643101927115,0.007562003,0.0069463938,0.03819908,0.13360593,0.002664579,0.004164762,0.0071503893,0.010898953,0.02500030880766,0.025000035807896,0.02500008528504,0.025000170894287,0.096723951003022,8
40.8400000000008,10.3226362597531,-0.021681957041378,0.319802059966922,0.751235741061143,1.27174551773268,0.146012757925241,0.191012724611095,0.236012726330732,0.28101271129533,0.0057222107,0.013003421,0.06087876,0.19459075,0.0034694565,0.0051579364,0.008047017,0.013676194,0.024999654869525,0.02500011154746,0.025000011561612,0.025000105684388,0.084407175559887,8
40.8600000000008,10.3940143081893,-0.022703068632135,0.316590070669747,0.74584492344284,1.2955926844268,0.144919745803746,0.189919732310195,0.234919760505659,0.282419763538036,0.0060152197,0.00969967,0.050528914,0.18310077,0.0035085885,0.005027347,0.007076511,0.012027852,0.025000521313035,0.025000229042743,0.024999983757354,0.024999808637966,0.058448308668884,8
40.8800000000008,10.4609088784509,-0.00744599169931,0.334474850569828,0.766337109387604,1.31880545054248,0.146229658809176,0.191229685560469,0.236229677081503,0.283729665401938,0.00790207,0.011420479,0.053133696,0.16062917,0.0038920292,0.0054506855,0.0083363075,0.012172453,0.025000538292576,0.024999916120108,0.025000020500709,0.024999962875751,0.080546498338295,8
40.9000000000008,10.5288746665842,0.00762025567069,0.351942013224809,0.786187093795283,1.30947893808462,0.14742661166767,0.192426571815216,0.237426558341592,0.282426571617223,0.009248962,0.012775701,0.057313975,0.20293732,0.0035512643,0.0057266112,0.008938314,0.015392053,0.024999649450305,0.024999888607911,0.024999947475776,0.024999962969386,0.077820269224354,6
40.9200000000008,10.594834721162,0.021754954201173,0.368034982120562,0.804221323835517,1.3294303909249,0.14840203496966,0.193402060413801,0.238402037816757,0.283402049711814,0.008165694,0.011828063,0.05198987,0.16203244,0.0031899158,0.0052855937,0.008670586,0.014065444,0.025000308446002,0.024999971907984,0.025000221988128,0.024999907786013,0.093972607811868,6
40.9400000000008,10.6615069309951,0.03480785495519,0.360865750819975,0.820189285078554,1.34683653241287,0.149132299462196,0.191632314243184,0.239132316783415,0.28413229910985,0.005821555,0.0077524064,0.039226785,0.1185474,0.0028059608,0.004513226,0.0075355405,0.0114878435,0.02500007282411,0.024999882734493,0.024999778062825,0.024999971810833,0.096845206756033,6
40.9600000000008,10.7293535949941,0.030374613069992,0.374186859006805,0.807930371656123,1.36235502502497,0.1471728454858,0.192172827671166,0.23717282987586,0.284672837039062,0.0037637735,0.0048299194,0.022896118,0.07477224,0.0022083893,0.0026442646,0.00408484,0.0056817736,0.024999927329221,0.025000119125609,0.025000112945839,0.025000013512437,0.095356558223402,8
40.9800000000008,10.798059754768,0.050678070019693,0.397664836735902,0.834550696952034,1.3604570194558,0.148754655971172,0.193754663711301,0.238754653746538,0.2837546610387,0.009059903,0.008281725,0.042322665,0.14878963,0.0030997102,0.004730625,0.0102257,0.015722372,0.025000214444273,0.024999956010435,0.02500005131022,0.025000005893629,0.089459192147767,8
41.0000000000008,10.8682558220287,0.048010335107056,0.391253722899935,0.824431034126198,1.37826862931582,0.146889032455809,0.191889027848763,0.236889025170071,0.284389028648934,0.0046750107,0.0051425034,0.03409618,0.11726793,0.0028711855,0.0041660024,0.00607328,0.010468787,0.024999939917877,0.024999873067119,0.024999926571302,0.024999947057708,0.08333393334393,8
41.0200000000008,10.9324118404622,0.058714498886606,0.402187670357361,0.835590015804835,1.35805085984113,0.147003899644392,0.192003887412729,0.237003887922792,0.282003874155848,0.008348359,0.0072692,0.044248007,0.14230335,0.0032879636,0.0054292586,0.009474694,0.014955812,0.024999952960228,0.025000071782563,0.025000025872303,0.025000045019994,0.117709816437442,8
41.0400000000008,10.9950971940203,0.066783973713019,0.40959237387598,0.842344104420753,1.36415370797218,0.146674272924583,0.191674274461974,0.236674256755781,0.281674252690267,0.007866726,0.00565485,0.025350636,0.09539366,0.0023825848,0.0038414747,0.005474818,0.008719586,0.024999859684371,0.024999956266914,0.02500019423938,0.025000017871795,0.133418494233592,8
41.0600000000008,11.0614594874236,0.072926877776867,0.393056296983329,0.845808136216711,1.3662979955877,0.146003117436789,0.188503126467693,0.236003112862741,0.281003106398594,0.0058436515,0.0062368284,0.03335668,0.10167707,0.0024879626,0.0040397868,0.0064458633,0.01061766,0.024999951689444,0.024999739878683,0.024999921994466,0.025000024753866,0.125778444225954,8
41.0800000000008,11.1287566877567,0.061447750035607,0.396034305624397,0.820627558272749,1.36550429939058,0.142576716794726,0.1875767276424,0.232576722619914,0.28007671310706,0.00377418,0.003895489,0.01974529,0.059974,0.0018300087,0.002437779,0.0042471793,0.006034231,0.02500013575878,0.025000004407068,0.025000016502963,0.025000073358487,0.125370228964372,8
41.1000000000008,11.1981945821232,0.065553932828181,0.39800121546431,0.820476992262847,1.33212296665112,0.14151251708111,0.18651251241164,0.231512516371246,0.276512504427738,0.002434896,0.0031409021,0.011246144,0.031033488,0.0014079536,0.0014888182,0.0019964185,0.0022901583,0.025000030123767,0.025000056692648,0.024999895137566,0.024999951228924,0.117368405167403,8
41.1200000000008,11.2666794022782,0.068875951016505,0.398926117185944,0.819018271466924,1.32831525000452,0.140318969116916,0.185318986292912,0.230318996026945,0.275318982810882,0.0043048216,0.006149614,0.026133696,0.08294394,0.0019985465,0.0030865255,0.0057013463,0.008506255,0.025000437689803,0.025000156829523,0.024999969828785,0.02500005835279,0.121960922437515,8
41.1400000000008,11.3336588351326,0.070939126638747,0.377660237772956,0.815554532637885,1.32212600881017,0.138937248255016,0.181437257416735,0.228937240341839,0.273937227750664,0.0050935894,0.00282923,0.020603219,0.06457151,0.0020661256,0.0030805566,0.004737845,0.0073246215,0.024999962707333,0.024999885591917,0.02499996387379,0.025000099292373,0.130553049934113,8
41.1600000000008,11.4000877360817,0.056133496954698,0.375162136376938,0.784324239563371,1.31309155871888,0.134834871935487,0.179834869666442,0.224834862915082,0.272334857884084,0.0033466308,0.004115002,0.021997513,0.06649282,0.0020197337,0.0029160234,0.0045212694,0.0070297597,0.024999946177841,0.024999921517699,0.024999939533698,0.024999974337879,0.136036857521155,8
41.1800000000008,11.4654184494286,0.050211568313208,0.363689507856158,0.767354022948367,1.2903773793257,0.13207797078451,0.177077970349725,0.222077973100228,0.269577965994689,0.0030824332,0.006663581,0.02456125,0.063951775,0.0019703745,0.0027443864,0.0031240461,0.0049549704,0.025000039364063,0.025000059672626,0.025000030310034,0.024999986643437,0.142091744113707,8
41.2000000000008,11.5333869295244,0.046679281878364,0.355449611573769,0.75443822309394,1.24284031012936,0.129736368167558,0.174736355114442,0.219736356772667,0.264736355627007,0.0030888757,0.0039631603,0.012785186,0.03211458,0.00127434,0.001817209,0.0024434424,0.0036658812,0.024999859020313,0.024999986933243,0.025000025715054,0.02500000846827,0.132926935553755,8
41.2200000000008,11.6018766859629,0.043873737321409,0.348349894068232,0.743079204039046,1.22726290880651,0.127602432711216,0.172602438082799,0.217602432019185,0.262602425977364,0.0023944888,0.0041347793,0.011848641,0.027586255,0.0012100536,0.0014994664,0.0019695358,0.0029909955,0.025000092172917,0.024999762186104,0.024999932758403,0.02500000646159,0.131365448004865,8
41.2400000000009,11.671120308295,0.040344953126336,0.34045051301127,0.730849580452628,1.21074180863146,0.125434107338677,0.170434126072974,0.215434110029625,0.260434105751471,0.002263309,0.0031700577,0.007481871,0.017880198,0.0011482855,0.0011663489,0.0013586304,0.0015633771,0.024999968056283,0.024999703534545,0.024999926800568,0.024999992526344,0.127730497092347,8
41.2600000000009,11.7416329901502,0.036576251221602,0.31360417152264,0.694766887755969,1.19427749653174,0.123315270859392,0.165815263592506,0.21081525412372,0.258315249724048,0.0024001836,0.0031467467,0.008417539,0.022677394,0.0011995664,0.0012706553,0.0020385007,0.0025816162,0.024999813454415,0.024999855560688,0.025000050701616,0.025000014297607,0.119938852361291,8
41.2800000000009,11.8104572577146,0.018761714834043,0.305330653404696,0.682286553192993,1.14887210905287,0.118713782388926,0.163713792401146,0.208713780497929,0.253713776354106,0.002895276,0.002388784,0.008541706,0.025977544,0.0013614999,0.0014366116,0.0024542292,0.0035538306,0.02500019779535,0.024999876038474,0.024999910754821,0.024999972733418,0.125403981410297,8
41.3000000000009,11.8730016166763,0.014796306523951,0.297260660852809,0.67015135696594,1.13270509596745,0.116679959179133,0.161679968292914,0.206679959013294,0.251679958471094,0.004243686,0.0030115359,0.00769489,0.020209933,0.0011251516,0.0011780644,0.001310363,0.0016888871,0.025000125622384,0.024999886773767,0.024999933647628,0.024999996880092,0.12118999581866,8
41.3200000000009,11.9447550509133,0.010879763102078,0.289479770933007,0.658528371046077,1.11727902774767,0.114762782502231,0.159762776481337,0.204762767740313,0.24976276865167,0.004101099,0.004109607,0.010671567,0.030724712,0.0011318723,0.0013642483,0.0013924377,0.0020902338,0.024999863856475,0.02500003647338,0.025000089656253,0.025000015436183,0.118132022397348,8
41.3400000000009,12.0151260171511,-0.005940565866762,0.26394127212976,0.624339483893557,1.07451263524757,0.110441759836773,0.155441765184342,0.200441757660574,0.245441752731124,0.0042775674,0.005103519,0.010781639,0.024001542,0.0010763655,0.001273944,0.001660601,0.002591196,0.025000063875202,0.024999896412252,0.025000008437763,0.025000020437061,0.11390597585888,8
41.3600000000009,12.0846292568257,-0.010296777773352,0.256056880150073,0.612946937909474,1.05965148645964,0.108693370386197,0.153693370827514,0.198693369122369,0.243693361322145,0.007909249,0.0074209706,0.009742228,0.022836473,0.0010477493,0.0011234182,0.0011794133,0.0014659181,0.024999984598766,0.02499995043951,0.024999951522825,0.025000011523284,0.114884824098505,8
41.3800000000009,12.1555122847241,-0.019988822535373,0.240572748481953,0.591716013670197,1.03271788767613,0.105825274388749,0.150825277339194,0.195825276277628,0.240825271771353,0.006486008,0.010003409,0.020344319,0.044897333,0.001196255,0.0014178997,0.0018327091,0.0026106234,0.024999996520769,0.024999980210421,0.024999973035315,0.025000002079977,0.102602247128762,8
41.4000000000009,12.226583769496,-0.023194942712591,0.234537961537062,0.582863991638364,1.02006124250124,0.104423833991981,0.149423820821083,0.194423818140856,0.238611561318729,0.0061908243,0.008162819,0.015182635,0.037984215,0.001143136,0.0011854948,0.0018341307,0.0025128522,0.02499977738915,0.024999969688647,0.025000018353733,0,0.097333834398225,8
41.4200000000009,12.2959360481407,-0.02650414048635,0.228628904927251,0.574372505435743,1.00061797969814,0.10313629000725,0.148136283753775,0.193136282863418,0.231193013486391,0.009453645,0.008507349,0.017137583,0.0446575,0.0010882359,0.001188414,0.0018104363,0.0029380766,0.025000037893184,0.025000098166711,0.025000014231842,0,0.103267528955976,8
41.4400000000009,12.3662296199915,-0.029576620581692,0.206847552759241,0.545314095856466,0.981106689727598,0.102009283349872,0.144509277098634,0.189509269611476,0.223897075415598,0.014593538,0.014979451,0.028780779,0.060166195,0.0011970529,0.0014140983,0.0015700702,0.0022149738,0.024999914634405,0.024999969137814,0.025000043141153,0,0.096305249544648,8
41.4600000000009,12.4340521794564,-0.044255622616878,0.201394082332237,0.537718184996446,0.960311466530306,0.098442555993325,0.143442550212365,0.188442542124277,0.216625567219146,0.012656599,0.017450202,0.033524383,0.06636882,0.0011297227,0.0014206587,0.0016214708,0.0023222608,0.024999838837526,0.024999942382195,0.024999986563282,0,0.107276724221718,6
41.4800000000009,12.5042635049562,-0.047338320229702,0.196436246485108,0.53089589343516,0.939242934158817,0.097514944811808,0.142514941951184,0.18751494347824,0.209456954646019,0.012155164,0.013946525,0.027661327,0.050972775,0.0011962524,0.0015322703,0.0017661387,0.002867144,0.025000080337738,0.025000025004538,0.024999991393735,0,0.093902153677171,4
41.5000000000009,12.57177573524,-0.050731352837788,0.191272626779547,0.523973282342781,0.916816221486649,0.09663843711144,0.141638442684887,0.186638442009881,0.202304733396472,0.016993452,0.019688409,0.029508866,0.05291485,0.0011176466,0.0012254184,0.0013865487,0.0018962992,0.025000121295968,0.025000040917207,0.024999985215494,0,0.105788203125506,4
41.5200000000009,12.6304680089329,-0.054213267625772,0.170265158184426,0.496161551638254,0.89287621274967,0.095752256956365,0.138252252118178,0.183252251504729,0.195117478019146,0.019100295,0.027601492,0.044261236,0.08556188,0.001184987,0.0015726477,0.0018398899,0.0028619147,0.024999928375562,0.025000022478362,0.025000002311146,0,0.112540467317746,4
41.5400000000009,12.6944259010269,-0.06762144567045,0.166083810682017,0.490542874885582,0.869227369166241,0.092536211180234,0.137536204006754,0.182536204183219,0.188072907408285,0.013533219,0.015050662,0.025208201,0.05250971,0.0011289155,0.0013003189,0.0017981827,0.0027089084,0.025000022083825,0.025000035237057,0.024999995973608,0,0.091007763105297,4
41.5600000000009,12.7463652921233,-0.074348530378804,0.156116838283359,0.477347953922957,0.838121377273357,0.090933287700996,0.135933280549543,0.180933279988948,0.181234437616899,0.01194299,0.010285802,0.019886699,0.048658404,0.0011028902,0.0012626355,0.0019782055,0.0031461897,0.024999944019763,0.02500001941201,0.003011576279514,0,0.081380096367666,4
41.5800000000009,12.7833581255922,-0.075772039889692,0.154077626983693,0.468460030871879,0.816004521281739,0.090629144939978,0.13562913920139,0.174658908078828,0.174658908078828,0.0141343195,0.016989596,0.03280914,0.0722332,0.0012453976,0.0014258412,0.0019132916,0.002947682,0.02499990490063,0.02500001031475,0,0,0.07358423713217,4
41.6000000000009,12.801371454621,-0.07516156238972,0.155002079042445,0.461655027013722,0.796910188768501,0.09078517146932,0.135785173954333,0.168422704535067,0.168422704535067,0.0136380615,0.015511834,0.0276703,0.06434892,0.0011712414,0.001498977,0.0016893488,0.0024429336,0.025000101960691,0.024999979670547,0,0,0.063101940804675,4
41.6200000000009,12.7958346733091,-0.072792543743425,0.143196066071284,0.456633091305432,0.780307198720229,0.091307378499533,0.133807373847017,0.162551964123595,0.162551964123595,0.016371544,0.017378401,0.028650733,0.057685606,0.0012009824,0.0013158142,0.0018476024,0.002632245,0.024999979835605,0.024999987477246,0,0,0.057647985198866,4
41.6400000000009,12.7664109089659,-0.079133138953863,0.148731109951014,0.453002538660565,0.765739754969666,0.089649122922962,0.134649114491939,0.15701295523148,0.15701295523148,0.01468385,0.012948023,0.019543964,0.03821297,0.0011124712,0.0012339172,0.0013532967,0.0017350167,0.024999987987175,0.024999997666367,0,0,0.056415879832288,4
41.6600000000009,12.7148616931003,-0.073819636390935,0.156339961557177,0.450607856175678,0.753023057359032,0.090782927903307,0.135782923100898,0.151789806010542,0.151789806010542,0.011910886,0.013849316,0.023339756,0.051408865,0.0011865778,0.0014297119,0.0016482112,0.0021632311,0.024999979672147,0.024999994710783,0,0,0.052212080051597,4
41.6800000000009,12.642980911039,-0.067101649896406,0.165872189025381,0.449242009291344,0.741905438130388,0.092174052157883,0.137174046205619,0.146859044442136,0.146859044442136,0.016657129,0.010618851,0.013262706,0.03165993,0.0011705728,0.0012076262,0.0013478737,0.0016854326,0.024999971534391,0.025000002402,0,0,0.049786173065056,4
41.7000000000009,12.5563914431067,-0.069641910220161,0.161507083056314,0.448518104029739,0.731917214617672,0.091272087115471,0.136272083450472,0.142178083734082,0.142178083734082,0.008441085,0.0073125884,0.01514529,0.03801694,0.0011310171,0.001262195,0.0015492006,0.0021270846,0.02499999391967,0.024999999577752,0,0,0.049383860840471,4
41.7200000000009,12.4578050802156,-0.061035099968435,0.173399939604805,0.447908839981688,0.722417740358546,0.09301275374276,0.137689096215351,0.137689096215351,0.137689096215351,0.009296631,0.0076185395,0.01686341,0.042127386,0.0011640592,0.0012667878,0.0016623978,0.002347322,0.024999974996632,0,0,0,0.050923488492142,4
41.7400000000009,12.3488108789109,-0.048567956777876,0.185096931414689,0.451060158320519,0.717023385226378,0.095575554391459,0.133376709282138,0.133376709282138,0.133376709282138,0.008652967,0.007057849,0.01435164,0.036256712,0.0011386699,0.0013904904,0.0016914187,0.0022248006,0.025000012905191,0,0,0,0.04829887626873,4
41.7600000000009,12.230448249667,-0.046810688586173,0.195351707506319,0.453056470542388,0.71076123357844,0.095584830912737,0.129211626725782,0.129211626725782,0.129211626725782,0.007526496,0.00559219,0.0112323705,0.02565555,0.0011173995,0.0013144102,0.0015806085,0.0020967387,0.024999958495148,0,0,0,0.048882184619198,4
41.7800000000009,12.103703995753,-0.036267279296154,0.2018867101884,0.451541504163189,0.701196298137959,0.097577952425919,0.125153865589101,0.125153865589101,0.125153865589101,0.01086504,0.006216096,0.010528203,0.025941756,0.0011362934,0.0012325356,0.0014579261,0.001885415,0.025000002417251,0,0,0,0.050348732035673,8
41.8000000000009,11.9696773025781,-0.025199925286667,0.207748489593523,0.449560710163503,0.691372930733474,0.09961166796594,0.121202638467266,0.121202638467266,0.121202638467266,0.007742732,0.0060065575,0.013909704,0.03474222,0.001126592,0.0013035878,0.0015637442,0.0019692169,0.02499998742931,0,0,0,0.048010642395966,8
41.8200000000009,11.8324939999745,-0.022859337988852,0.215747040550152,0.450577221101218,0.685407401652332,0.099511906438237,0.117686564529738,0.117686564529738,0.117686564529738,0.0053373035,0.00376573,0.00770251,0.022398595,0.00111312,0.001229675,0.0013631714,0.0016484393,0.02500000724569,0,0,0,0.009938985945325,8
41.8400000000009,11.6994882950735,-0.008621338293857,0.223509517739152,0.451672327114396,0.679835136489665,0.102005474233038,0.114330318584451,0.114330318584451,0.114330318584451,0.006899614,0.0027957698,0.004627192,0.020795226,0.0010345972,0.0012716246,0.001418236,0.0019125906,0.02500001308847,0,0,0,0.043824551726265,8
41.8600000000009,11.5735640865566,0.004236390050843,0.228182627004166,0.449294742458005,0.670406857911851,0.104244679171072,0.110782520054374,0.110782520054374,0.110782520054374,0.0073357355,0.0036765477,0.008169681,0.028663443,0.0011896897,0.001498944,0.0017008549,0.0021640272,0.025000002738008,0,0,0,0.071512066337939,8
41.880000000001,11.4580995928852,0.014864654617433,0.228680373930841,0.442055584760518,0.655430795590204,0.106081902346003,0.10689103988717,0.10689103988717,0.10689103988717,0.0058058635,0.004356858,0.016136592,0.061846517,0.0018723351,0.002126612,0.003401389,0.003979679,0.00809137541168,0,0,0,0.086302246141628,8
41.900000000001,11.3875137480815,0.020891340629764,0.225926082961507,0.430960825293187,0.635995567624889,0.10269779883172,0.10269779883172,0.10269779883172,0.10269779883172,0.0053970017,0.0068526343,0.021904673,0.07170336,0.0017820072,0.0022152965,0.0031927582,0.0042998367,0,0,0,0,0.086820857752772,8
41.920000000001,11.3475943192953,0.020897638130356,0.217038286865095,0.41317893559983,0.609319584334556,0.098228211937969,0.098228211937969,0.098228211937969,0.098228211937969,0.014182957,0.0075251195,0.017057791,0.07197983,0.0020817684,0.0026954466,0.0043466245,0.0061975047,0,0,0,0,0.083785704553125,8
41.940000000001,11.2687029282729,0.019629271297763,0.205990700775059,0.392352130252357,0.578713559729669,0.093316086853638,0.093316086853638,0.093316086853638,0.093316086853638,0.006738047,0.0049280915,0.017071646,0.06463825,0.0016862398,0.0016354935,0.0028805754,0.0035596993,0,0,0,0,0.086408282345128,8
41.960000000001,11.1970575201179,0.01673959131071,0.192643790482953,0.368547989655194,0.544452188827465,0.08806588943336,0.08806588943336,0.08806588943336,0.08806588943336,0.007402032,0.0084617315,0.02394631,0.076533735,0.0016530455,0.0018226457,0.0031928867,0.0038728788,0,0,0,0,0.097587214410297,8
41.980000000001,11.1392151554587,0.012345655201412,0.177746222622797,0.343146790044083,0.508547357465395,0.082794844213761,0.082794844213761,0.082794844213761,0.082794844213761,0.007832688,0.0054461295,0.014791633,0.051925987,0.0013446691,0.0015633793,0.0024988714,0.003268617,0,0,0,0,0.080401248128041,8
42.000000000001,11.0916452468017,0.006167096223552,0.160935297441432,0.315703498659295,0.470471699877154,0.077461542665813,0.077461542665813,0.077461542665813,0.077461542665813,0.0130993575,0.017963499,0.046430454,0.12874702,0.0018229056,0.0027050134,0.004056616,0.0054814434,0,0,0,0,0.093830343254867,8
42.020000000001,11.0552158576156,-0.001808521043642,0.142169647329702,0.286147815702805,0.430125984075896,0.072051409354814,0.072051409354814,0.072051409354814,0.072051409354814,0.010140974,0.014306679,0.042481408,0.12226433,0.0020199376,0.0025450876,0.0042702355,0.0052283523,0,0,0,0,0.093314225756502,6
42.040000000001,11.0298417439068,-0.011031155663093,0.122155081317134,0.255341318297307,0.388527555277469,0.066642436427874,0.066642436427874,0.066642436427874,0.066642436427874,0.012772594,0.022270748,0.058482133,0.15619665,0.002366214,0.003291045,0.0047224015,0.0065254327,0,0,0,0,0.086653023988488,4
42.060000000001,11.0135701904871,-0.021420642406153,0.100994310053241,0.223409262512693,0.345824214972167,0.061245758293697,0.061245758293697,0.061245758293697,0.061245758293697,0.017975887,0.021589924,0.043888904,0.113331616,0.0019288351,0.002454911,0.0035267659,0.0050529754,0,0,0,0,0.087662811970211,4
42.080000000001,11.0037939347779,-0.033246025694546,0.078330771947651,0.189907569589884,0.301484367232072,0.055817378221541,0.055817378221541,0.055817378221541,0.055817378221541,0.01046972,0.013585173,0.03488422,0.10307125,0.0016345655,0.0022541983,0.0032829475,0.005084814,0,0,0,0,0.092266689286848,4
42.100000000001,10.9991202152342,-0.045616547959838,0.055328521085032,0.156273590129703,0.257218659174559,0.050493988727139,0.050493988727139,0.050493988727139,0.050493988727139,0.01407343,0.020979488,0.05067408,0.12479599,0.0020815793,0.0027192286,0.0038004052,0.004864703,0,0,0,0,0.076461915327907,4
42.120000000001,10.9955252627285,-0.057472377202352,0.033403258914734,0.124279068363708,0.215154877812681,0.045453554475715,0.045453554475715,0.045453554475715,0.045453554475715,0.013797838,0.015372397,0.03188786,0.0772108,0.0014266325,0.0018085334,0.002560699,0.003388728,0,0,0,0,0.059928150434678,4
42.140000000001,10.9878691755238,-0.069248211693715,0.012247680515713,0.09374357272466,0.17523946493378,0.040759230820061,0.040759230820061,0.040759230820061,0.040759230820061,0.018996056,0.022953011,0.04750595,0.12069221,0.0016666732,0.002523666,0.0035684379,0.0051896367,0,0,0,0,0.052269426440305,4
42.160000000001,10.972966893616,-0.076714328226923,-0.003876183505039,0.068961961214228,0.141800105934812,0.036427127901591,0.036427127901591,0.036427127901591,0.036427127901591,0.016203618,0.037708424,0.09253833,0.22965011,0.0028055725,0.0040854695,0.006567255,0.008836624,0,0,0,0,0.04558628285166,4
